,S No.,Date,App Name,Usage (in Seconds),Launch Count,is Monitoring,is SystemApp,Package Name
642,643,2022/07/11,Permission controller,2,2,No,Yes,com.google.android.permissioncontroller
643,644,2022/07/11,Finder,15,7,Yes,No,com.samsung.android.app.galaxyfinder
644,645,2022/07/11,Maps,179,3,Yes,No,com.google.android.apps.maps
645,646,2022/07/11,Chrome,6584,61,Yes,No,com.android.chrome
646,647,2022/07/11,Where is my Train,59,2,Yes,No,com.whereismytrain.android
647,648,2022/07/11,Google,37,4,Yes,No,com.google.android.googlequicksearchbox
648,649,2022/07/11,Drive,416,5,Yes,No,com.google.android.apps.docs
649,650,2022/07/11,Call,572,22,Yes,No,com.samsung.android.incallui
650,651,2022/07/11,Truecaller,2,1,Yes,No,com.truecaller
651,652,2022/07/11,Messages,1,1,Yes,No,com.samsung.android.messaging
652,653,2022/07/11,Paytm,736,8,Yes,No,net.one97.paytm
653,654,2022/07/11,Photo Editor,22,2,No,Yes,com.sec.android.mimage.photoretouching
654,655,2022/07/11,Gmail,179,5,Yes,No,com.google.android.gm
655,656,2022/07/11,Smart View,2,2,No,Yes,com.samsung.android.smartmirroring
656,657,2022/07/11,Cricbuzz,2302,13,Yes,No,com.cricbuzz.android
657,658,2022/07/11,Android System,2,1,No,Yes,android
658,659,2022/07/11,Settings,26,8,Yes,No,com.android.settings
659,660,2022/07/11,Relevel,190,3,Yes,No,com.relevel
660,661,2022/07/11,Print Spooler,7,2,No,Yes,com.android.printspooler
661,662,2022/07/11,WhatsApp,948,20,Yes,No,com.whatsapp
662,663,2022/07/11,AccuBattery,700,15,Yes,No,com.digibites.accubattery
663,664,2022/07/11,Settings Suggestions,29,4,No,Yes,com.android.settings.intelligence
664,665,2022/07/11,Naukri.com,15,1,Yes,No,naukriApp.appModules.login
665,666,2022/07/11,Gallery,93,6,Yes,No,com.sec.android.gallery3d
666,667,2022/07/11,Phone,130,22,Yes,No,com.samsung.android.dialer
667,668,2022/07/11,One UI Home,1092,191,No,Yes,com.sec.android.app.launcher
668,669,2022/07/11,Device care,3,1,Yes,No,com.samsung.android.lool
669,670,2022/07/11,YouTube Vanced,9061,17,Yes,No,com.vanced.android.youtube
670,671,2022/07/11,Google Play Store,41,5,Yes,No,com.android.vending
671,672,2022/07/12,Xodo Docs,888,12,Yes,No,com.xodo.pdf.reader
672,673,2022/07/12,Telegram,126,9,Yes,No,org.telegram.messenger
673,674,2022/07/12,Camera,19,3,Yes,No,com.sec.android.app.camera
674,675,2022/07/12,Twitter,4297,43,Yes,No,com.twitter.android
675,676,2022/07/12,Google Play services,2,2,No,Yes,com.google.android.gms
676,677,2022/07/12,Permission controller,4,3,No,Yes,com.google.android.permissioncontroller
677,678,2022/07/12,Maps,138,3,Yes,No,com.google.android.apps.maps
678,679,2022/07/12,Finder,29,6,Yes,No,com.samsung.android.app.galaxyfinder
679,680,2022/07/12,Chrome,4395,55,Yes,No,com.android.chrome
680,681,2022/07/12,Truecaller,4,2,Yes,No,com.truecaller
681,682,2022/07/12,Call,243,13,Yes,No,com.samsung.android.incallui
682,683,2022/07/12,Paytm,194,6,Yes,No,net.one97.paytm
683,684,2022/07/12,YourHour,17,1,Yes,No,com.mindefy.phoneaddiction.mobilepe
684,685,2022/07/12,Gmail,208,9,Yes,No,com.google.android.gm
685,686,2022/07/12,Cricbuzz,2665,42,Yes,No,com.cricbuzz.android
686,687,2022/07/12,GPay,383,14,Yes,No,com.google.android.apps.nbu.paisa.user
687,688,2022/07/12,Settings,25,5,Yes,No,com.android.settings
688,689,2022/07/12,WhatsApp,2253,28,Yes,No,com.whatsapp
689,690,2022/07/12,Naukri.com,1,1,Yes,No,naukriApp.appModules.login
690,691,2022/07/12,AccuBattery,126,5,Yes,No,com.digibites.accubattery
691,692,2022/07/12,Phone,19,8,Yes,No,com.samsung.android.dialer
692,693,2022/07/12,One UI Home,1081,180,No,Yes,com.sec.android.app.launcher
693,694,2022/07/12,YouTube Vanced,12355,23,Yes,No,com.vanced.android.youtube
694,695,2022/07/12,Pikashow,23,1,Yes,No,com.offshore.pikachu
695,696,2022/07/12,Google Play Store,2,2,Yes,No,com.android.vending
696,697,2022/07/13,Xodo Docs,104,4,Yes,No,com.xodo.pdf.reader
697,698,2022/07/13,Telegram,75,8,Yes,No,org.telegram.messenger
698,699,2022/07/13,Call,1894,16,Yes,No,com.samsung.android.incallui
699,700,2022/07/13,Package installer,1,1,No,Yes,com.google.android.packageinstaller
700,701,2022/07/13,Camera,41,4,Yes,No,com.sec.android.app.camera
701,702,2022/07/13,Rapido,425,11,Yes,No,com.rapido.passenger
702,703,2022/07/13,Google Play services,10,6,No,Yes,com.google.android.gms
703,704,2022/07/13,Ola (Uninstalled),61,7,Yes,No,com.olacabs.customer
704,705,2022/07/13,Finder,19,8,Yes,No,com.samsung.android.app.galaxyfinder
705,706,2022/07/13,Permission controller,12,2,No,Yes,com.google.android.permissioncontroller
706,707,2022/07/13,Maps,1344,15,Yes,No,com.google.android.apps.maps
707,708,2022/07/13,Google,231,13,Yes,No,com.google.android.googlequicksearchbox
708,709,2022/07/13,Chrome,3334,40,Yes,No,com.android.chrome
709,710,2022/07/13,Messages,3,1,Yes,No,com.samsung.android.messaging
710,711,2022/07/13,Paytm,105,4,Yes,No,net.one97.paytm
711,712,2022/07/13,Settings,5,2,Yes,No,com.android.settings
712,713,2022/07/13,Uber,247,5,Yes,No,com.ubercab
713,714,2022/07/13,Gmail,263,11,Yes,No,com.google.android.gm
714,715,2022/07/13,Android System,12,6,No,Yes,android
715,716,2022/07/13,Cricbuzz,685,8,Yes,No,com.cricbuzz.android
716,717,2022/07/13,Relevel,121,1,Yes,No,com.relevel
717,718,2022/07/13,GPay,7,1,Yes,No,com.google.android.apps.nbu.paisa.user
718,719,2022/07/13,Samsung capture,25,2,No,Yes,com.samsung.android.app.smartcapture
719,720,2022/07/13,AccuBattery,56,2,Yes,No,com.digibites.accubattery
720,721,2022/07/13,Twitter,3473,24,Yes,No,com.twitter.android
721,722,2022/07/13,YouTube Vanced,7511,27,Yes,No,com.vanced.android.youtube
722,723,2022/07/13,One UI Home,448,146,No,Yes,com.sec.android.app.launcher
723,724,2022/07/13,Phone,31,7,Yes,No,com.samsung.android.dialer
724,725,2022/07/13,Gallery,8,1,Yes,No,com.sec.android.gallery3d
725,726,2022/07/13,Pikashow,118,5,Yes,No,com.offshore.pikachu
726,727,2022/07/13,Google Play Store,152,8,Yes,No,com.android.vending
727,728,2022/07/13,WhatsApp,3272,45,Yes,No,com.whatsapp
728,729,2022/07/14,Telegram,81,9,Yes,No,org.telegram.messenger
729,730,2022/07/14,Video Player,2338,2,No,Yes,com.samsung.android.video
730,731,2022/07/14,Call,103,5,Yes,No,com.samsung.android.incallui
731,732,2022/07/14,Google,5,3,Yes,No,com.google.android.googlequicksearchbox
732,733,2022/07/14,Rapido,187,2,Yes,No,com.rapido.passenger
733,734,2022/07/14,My Files,5,1,Yes,No,com.sec.android.app.myfiles
734,735,2022/07/14,Xodo Docs,92,1,Yes,No,com.xodo.pdf.reader
735,736,2022/07/14,Wallpaper services,0,1,No,Yes,com.samsung.android.dynamiclock
736,737,2022/07/14,Sunrise,132,2,Yes,No,mobi.lockdown.sunrise
737,738,2022/07/14,PrepLadder,2297,36,Yes,No,com.prepladder.learningapp
738,739,2022/07/14,Maps,318,4,Yes,No,com.google.android.apps.maps
739,740,2022/07/14,Finder,36,9,Yes,No,com.samsung.android.app.galaxyfinder
740,741,2022/07/14,IRCTC Rail Connect,145,7,Yes,No,cris.org.in.prs.ima
741,742,2022/07/14,Where is my Train,1181,27,Yes,No,com.whereismytrain.android
742,743,2022/07/14,Permission controller,6,5,No,Yes,com.google.android.permissioncontroller
743,744,2022/07/14,Instagram (Uninstalled),1222,7,Yes,No,com.instagram.android
744,745,2022/07/14,Physics Wallah,394,5,Yes,No,xyz.penpencil.physicswala
745,746,2022/07/14,AlwaysOnDisplay,3,1,No,Yes,com.samsung.android.app.aodservice
746,747,2022/07/14,Messages,68,4,Yes,No,com.samsung.android.messaging
747,748,2022/07/14,RailYatri,358,15,Yes,No,com.railyatri.in.mobile
748,749,2022/07/14,Paytm,49,5,Yes,No,net.one97.paytm
749,750,2022/07/14,Settings,58,11,Yes,No,com.android.settings
750,751,2022/07/14,Gmail,202,9,Yes,No,com.google.android.gm
751,752,2022/07/14,Android System,13,5,No,Yes,android
752,753,2022/07/14,Uber,58,1,Yes,No,com.ubercab
753,754,2022/07/14,Truecaller,2,1,Yes,No,com.truecaller
754,755,2022/07/14,One UI Home,730,199,No,Yes,com.sec.android.app.launcher
755,756,2022/07/14,Chrome,4125,45,Yes,No,com.android.chrome
756,757,2022/07/14,Samsung Notes,1,1,Yes,No,com.samsung.android.app.notes
757,758,2022/07/14,Relevel,222,2,Yes,No,com.relevel
758,759,2022/07/14,Samsung capture,22,1,No,Yes,com.samsung.android.app.smartcapture
759,760,2022/07/14,Cricbuzz,864,10,Yes,No,com.cricbuzz.android
760,761,2022/07/14,Twitter,3799,31,Yes,No,com.twitter.android
761,762,2022/07/14,Google Play services,10,6,No,Yes,com.google.android.gms
762,763,2022/07/14,Pikashow,6058,17,Yes,No,com.offshore.pikachu
763,764,2022/07/14,AccuBattery,99,4,Yes,No,com.digibites.accubattery
764,765,2022/07/14,LinkedIn,899,3,Yes,No,com.linkedin.android
765,766,2022/07/14,Docs,308,5,Yes,No,com.google.android.apps.docs.editors.docs
766,767,2022/07/14,Phone,2,1,Yes,No,com.samsung.android.dialer
767,768,2022/07/14,Google Play Store,160,6,Yes,No,com.android.vending
768,769,2022/07/14,WhatsApp,1197,26,Yes,No,com.whatsapp
769,770,2022/07/14,YouTube Vanced,4699,18,Yes,No,com.vanced.android.youtube
770,771,2022/07/14,Settings Suggestions,15,3,No,Yes,com.android.settings.intelligence
771,772,2022/07/15,PrepLadder,9175,32,Yes,No,com.prepladder.learningapp
772,773,2022/07/15,Gboard,1,3,Yes,No,com.google.android.inputmethod.latin
773,774,2022/07/15,Wallpaper services,1,1,No,Yes,com.samsung.android.dynamiclock
774,775,2022/07/15,My Files,103,13,Yes,No,com.sec.android.app.myfiles
775,776,2022/07/15,IRCTC Rail Connect,184,6,Yes,No,cris.org.in.prs.ima
776,777,2022/07/16,Relevel,66,1,Yes,No,com.relevel
777,778,2022/07/15,Messages,42,2,Yes,No,com.samsung.android.messaging
778,779,2022/07/15,Paytm,90,2,Yes,No,net.one97.paytm
779,780,2022/07/15,Photos,111,1,Yes,No,com.google.android.apps.photos
780,781,2022/07/16,Paytm,124,9,Yes,No,net.one97.paytm
781,782,2022/07/16,One UI Home,1627,195,No,Yes,com.sec.android.app.launcher
782,783,2022/07/15,One UI Home,1929,357,No,Yes,com.sec.android.app.launcher
783,784,2022/07/15,Chrome,2894,43,Yes,No,com.android.chrome
784,785,2022/07/15,Relevel,3,1,Yes,No,com.relevel
785,786,2022/07/16,Chrome,692,10,Yes,No,com.android.chrome
786,787,2022/07/16,Cricbuzz,462,11,Yes,No,com.cricbuzz.android
787,788,2022/07/15,Cricbuzz,330,9,Yes,No,com.cricbuzz.android
788,789,2022/07/15,Google Play services,16,3,No,Yes,com.google.android.gms
789,790,2022/07/16,Files,4,3,No,Yes,com.google.android.documentsui
790,791,2022/07/16,LinkedIn,830,8,Yes,No,com.linkedin.android
791,792,2022/07/15,Wallpaper and style,25,3,No,Yes,com.samsung.android.app.dressroom
792,793,2022/07/15,LinkedIn,530,1,Yes,No,com.linkedin.android
793,794,2022/07/15,Find My Device,42,2,Yes,No,com.google.android.apps.adm
794,795,2022/07/15,Separate app sound,24,1,No,Yes,com.samsung.android.setting.multisound
795,796,2022/07/15,Settings Suggestions,40,11,No,Yes,com.android.settings.intelligence
796,797,2022/07/15,WAMR,1,1,Yes,No,com.drilens.wamr
797,798,2022/07/15,Call settings,25,1,No,Yes,com.samsung.android.app.telephonyui
798,799,2022/07/15,Telegram,124,9,Yes,No,org.telegram.messenger
799,800,2022/07/15,Video Player,2519,10,No,Yes,com.samsung.android.video
800,801,2022/07/16,Telegram,85,1,Yes,No,org.telegram.messenger
801,802,2022/07/15,Sunrise,159,7,Yes,No,mobi.lockdown.sunrise
802,803,2022/07/15,Camera,102,9,Yes,No,com.sec.android.app.camera
803,804,2022/07/16,Camera,109,7,Yes,No,com.sec.android.app.camera
804,805,2022/07/15,Maps,148,4,Yes,No,com.google.android.apps.maps
805,806,2022/07/15,YouTube Music,149,6,Yes,No,com.vanced.android.apps.youtube.music
806,807,2022/07/16,RailYatri,4,1,Yes,No,com.railyatri.in.mobile
807,808,2022/07/15,RailYatri,926,12,Yes,No,com.railyatri.in.mobile
808,809,2022/07/15,Accessibility,270,8,Yes,No,com.samsung.accessibility
809,810,2022/07/15,Apps,10,1,No,Yes,com.samsung.android.app.appsedge
810,811,2022/07/16,Maps,1088,17,Yes,No,com.google.android.apps.maps
811,812,2022/07/16,Phone calls,0,1,No,Yes,com.android.server.telecom
812,813,2022/07/16,Messages,3,1,Yes,No,com.samsung.android.messaging
813,814,2022/07/15,Settings,550,51,Yes,No,com.android.settings
814,815,2022/07/16,Settings,125,11,Yes,No,com.android.settings
815,816,2022/07/15,Samsung capture,18,3,No,Yes,com.samsung.android.app.smartcapture
816,817,2022/07/16,Gmail,47,1,Yes,No,com.google.android.gm
817,818,2022/07/15,Gmail,52,1,Yes,No,com.google.android.gm
818,819,2022/07/15,Clock,17,3,Yes,No,com.sec.android.app.clockpackage
819,820,2022/07/16,WhatsApp,1899,51,Yes,No,com.whatsapp
820,821,2022/07/15,WhatsApp,2994,67,Yes,No,com.whatsapp
821,822,2022/07/16,YouTube Vanced,29,1,Yes,No,com.vanced.android.youtube
822,823,2022/07/15,YouTube Vanced,1184,2,Yes,No,com.vanced.android.youtube
823,824,2022/07/15,SoundAlive,23,5,No,Yes,com.sec.android.app.soundalive
824,825,2022/07/15,Galaxy Themes,16,1,No,Yes,com.samsung.android.themestore
825,826,2022/07/16,Xodo Docs,251,16,Yes,No,com.xodo.pdf.reader
826,827,2022/07/15,Xodo Docs,1761,19,Yes,No,com.xodo.pdf.reader
827,828,2022/07/15,Finder,43,12,Yes,No,com.samsung.android.app.galaxyfinder
828,829,2022/07/16,Finder,47,6,Yes,No,com.samsung.android.app.galaxyfinder
829,830,2022/07/15,Speech Services by Google,0,2,No,Yes,com.google.android.tts
830,831,2022/07/15,Photo Editor,122,1,No,Yes,com.sec.android.mimage.photoretouching
831,832,2022/07/16,Drive,0,2,Yes,No,com.google.android.apps.docs
832,833,2022/07/15,Samsung text-to-speech engine,5,2,No,Yes,com.samsung.SMT
833,834,2022/07/15,Adapt sound,2,1,No,Yes,com.sec.hearingadjust
834,835,2022/07/15,Keep notes,1,1,Yes,No,com.google.android.keep
835,836,2022/07/15,Truecaller,14,1,Yes,No,com.truecaller
836,837,2022/07/16,AccuBattery,48,1,Yes,No,com.digibites.accubattery
837,838,2022/07/15,AccuBattery,100,8,Yes,No,com.digibites.accubattery
838,839,2022/07/16,GPay,255,12,Yes,No,com.google.android.apps.nbu.paisa.user
839,840,2022/07/16,Contacts,21,2,Yes,No,com.samsung.android.app.contacts
840,841,2022/07/15,GPay,69,2,Yes,No,com.google.android.apps.nbu.paisa.user
841,842,2022/07/15,System UI,40,2,No,Yes,com.android.systemui
842,843,2022/07/15,Android System Intelligence,18,1,No,Yes,com.google.android.as
843,844,2022/07/16,Package installer,1,1,No,Yes,com.google.android.packageinstaller
844,845,2022/07/16,Rapido,1235,24,Yes,No,com.rapido.passenger
845,846,2022/07/15,Call,378,16,Yes,No,com.samsung.android.incallui
846,847,2022/07/16,Call,4017,31,Yes,No,com.samsung.android.incallui
847,848,2022/07/16,Google,31,2,Yes,No,com.google.android.googlequicksearchbox
848,849,2022/07/15,Google,71,7,Yes,No,com.google.android.googlequicksearchbox
849,850,2022/07/15,Rapido,96,2,Yes,No,com.rapido.passenger
850,851,2022/07/15,Where is my Train,2567,77,Yes,No,com.whereismytrain.android
851,852,2022/07/16,Where is my Train,269,15,Yes,No,com.whereismytrain.android
852,853,2022/07/15,Permission controller,16,7,No,Yes,com.google.android.permissioncontroller
853,854,2022/07/16,Permission controller,3,4,No,Yes,com.google.android.permissioncontroller
854,855,2022/07/16,Android System,35,7,No,Yes,android
855,856,2022/07/15,Android System,1,1,No,Yes,android
856,857,2022/07/15,Uber,69,1,Yes,No,com.ubercab
857,858,2022/07/16,Uber,58,1,Yes,No,com.ubercab
858,859,2022/07/16,Twitter,2875,25,Yes,No,com.twitter.android
859,860,2022/07/15,Twitter,2021,38,Yes,No,com.twitter.android
860,861,2022/07/16,Phone,228,31,Yes,No,com.samsung.android.dialer
861,862,2022/07/15,Phone,37,3,Yes,No,com.samsung.android.dialer
862,863,2022/07/15,Device care,130,4,Yes,No,com.samsung.android.lool
863,864,2022/07/15,MyJio,324,7,Yes,No,com.jio.myjio
864,865,2022/07/15,Google Play Store,269,9,Yes,No,com.android.vending
865,866,2022/07/15,Gallery,916,14,Yes,No,com.sec.android.gallery3d
866,867,2022/07/16,Gallery,61,4,Yes,No,com.sec.android.gallery3d
867,868,2022/07/18,Xodo Docs,217,7,Yes,No,com.xodo.pdf.reader
868,869,2022/07/18,My Files,143,3,Yes,No,com.sec.android.app.myfiles
869,870,2022/07/18,Relevel,149,4,Yes,No,com.relevel
870,871,2022/07/17,Photo Editor,205,1,No,Yes,com.sec.android.mimage.photoretouching
871,872,2022/07/18,Drive,54,2,Yes,No,com.google.android.apps.docs
872,873,2022/07/17,JioCloud,412,4,Yes,No,jio.cloud.drive
873,874,2022/07/18,Truecaller,25,2,Yes,No,com.truecaller
874,875,2022/07/17,Paytm,83,8,Yes,No,net.one97.paytm
875,876,2022/07/18,One UI Home,1016,151,No,Yes,com.sec.android.app.launcher
876,877,2022/07/18,Cricbuzz,766,10,Yes,No,com.cricbuzz.android
877,878,2022/07/17,One UI Home,878,126,No,Yes,com.sec.android.app.launcher
878,879,2022/07/18,Paytm,28,3,Yes,No,net.one97.paytm
879,880,2022/07/18,Files by Google,60,3,Yes,No,com.google.android.apps.nbu.files
880,881,2022/07/17,Chrome,1574,27,Yes,No,com.android.chrome
881,882,2022/07/18,AccuBattery,119,2,Yes,No,com.digibites.accubattery
882,883,2022/07/17,Cricbuzz,1169,17,Yes,No,com.cricbuzz.android
883,884,2022/07/18,Chrome,2314,25,Yes,No,com.android.chrome
884,885,2022/07/17,Finder,19,6,Yes,No,com.samsung.android.app.galaxyfinder
885,886,2022/07/18,Keep notes,216,10,Yes,No,com.google.android.keep
886,887,2022/07/18,Finder,36,12,Yes,No,com.samsung.android.app.galaxyfinder
887,888,2022/07/17,Google Play services,2,1,No,Yes,com.google.android.gms
888,889,2022/07/17,AccuBattery,25,1,Yes,No,com.digibites.accubattery
889,890,2022/07/18,GPay,483,8,Yes,No,com.google.android.apps.nbu.paisa.user
890,891,2022/07/17,GPay,89,5,Yes,No,com.google.android.apps.nbu.paisa.user
891,892,2022/07/17,Contacts,28,1,Yes,No,com.samsung.android.app.contacts
892,893,2022/07/18,Naukri.com,23,2,Yes,No,naukriApp.appModules.login
893,894,2022/07/17,Camera,56,4,Yes,No,com.sec.android.app.camera
894,895,2022/07/17,Call,716,3,Yes,No,com.samsung.android.incallui
895,896,2022/07/17,Package installer,10,2,No,Yes,com.google.android.packageinstaller
896,897,2022/07/18,Call,11096,24,Yes,No,com.samsung.android.incallui
897,898,2022/07/18,Camera,4,1,Yes,No,com.sec.android.app.camera
898,899,2022/07/18,Rapido,25,2,Yes,No,com.rapido.passenger
899,900,2022/07/17,Rapido,0,1,Yes,No,com.rapido.passenger
900,901,2022/07/18,YouTube Vanced,77,2,Yes,No,com.vanced.android.youtube
901,902,2022/07/18,Telegram,124,4,Yes,No,org.telegram.messenger
902,903,2022/07/17,Telegram,39,2,Yes,No,org.telegram.messenger
903,904,2022/07/17,Sunrise,91,1,Yes,No,mobi.lockdown.sunrise
904,905,2022/07/18,Sunrise,90,2,Yes,No,mobi.lockdown.sunrise
905,906,2022/07/17,Language Curry,696,5,Yes,No,com.languagecurry
906,907,2022/07/18,Google,9,2,Yes,No,com.google.android.googlequicksearchbox
907,908,2022/07/18,Where is my Train,4,1,Yes,No,com.whereismytrain.android
908,909,2022/07/17,Permission controller,3,2,No,Yes,com.google.android.permissioncontroller
909,910,2022/07/18,Maps,5,2,Yes,No,com.google.android.apps.maps
910,911,2022/07/18,Android System,8,3,No,Yes,android
911,912,2022/07/17,Android System,5,2,No,Yes,android
912,913,2022/07/18,Messages,11,3,Yes,No,com.samsung.android.messaging
913,914,2022/07/17,Settings,34,9,Yes,No,com.android.settings
914,915,2022/07/18,Settings,25,5,Yes,No,com.android.settings
915,916,2022/07/18,Gmail,49,4,Yes,No,com.google.android.gm
916,917,2022/07/17,Gmail,7,1,Yes,No,com.google.android.gm
917,918,2022/07/18,Uber,119,3,Yes,No,com.ubercab
918,919,2022/07/17,YourHour,50,3,Yes,No,com.mindefy.phoneaddiction.mobilepe
919,920,2022/07/17,Pikashow,3671,21,Yes,No,com.offshore.pikachu
920,921,2022/07/18,Twitter,1407,17,Yes,No,com.twitter.android
921,922,2022/07/17,Twitter,1758,25,Yes,No,com.twitter.android
922,923,2022/07/18,Phone,148,16,Yes,No,com.samsung.android.dialer
923,924,2022/07/17,Phone,10,5,Yes,No,com.samsung.android.dialer
924,925,2022/07/18,Google Play Store,36,2,Yes,No,com.android.vending
925,926,2022/07/17,Google Play Store,84,4,Yes,No,com.android.vending
926,927,2022/07/18,WhatsApp,932,26,Yes,No,com.whatsapp
927,928,2022/07/17,WhatsApp,790,20,Yes,No,com.whatsapp
928,929,2022/07/17,YouTube Vanced,2285,5,Yes,No,com.vanced.android.youtube
929,930,2022/07/17,Gallery,83,6,Yes,No,com.sec.android.gallery3d
930,931,2022/07/19,Call,3323,23,Yes,No,com.samsung.android.incallui
931,932,2022/07/19,YouTube Vanced,65,2,Yes,No,com.vanced.android.youtube
932,933,2022/07/19,Telegram,21,1,Yes,No,org.telegram.messenger
933,934,2022/07/19,Permission controller,2,2,No,Yes,com.google.android.permissioncontroller
934,935,2022/07/19,Xodo Docs,307,7,Yes,No,com.xodo.pdf.reader
935,936,2022/07/19,Android System Intelligence,15,1,No,Yes,com.google.android.as
936,937,2022/07/19,YouTube Music,33,3,Yes,No,com.vanced.android.apps.youtube.music
937,938,2022/07/19,Calculator,9,1,Yes,No,com.sec.android.app.popupcalculator
938,939,2022/07/19,Relevel,98,4,Yes,No,com.relevel
939,940,2022/07/19,The Hindu ePaper,30,2,Yes,No,com.epaper.thehindu.android
940,941,2022/07/19,One UI Home,949,127,No,Yes,com.sec.android.app.launcher
941,942,2022/07/19,Cricbuzz,830,13,Yes,No,com.cricbuzz.android
942,943,2022/07/19,Android System,2,3,No,Yes,android
943,944,2022/07/19,Truecaller,20,2,Yes,No,com.truecaller
944,945,2022/07/19,Messages,52,2,Yes,No,com.samsung.android.messaging
945,946,2022/07/19,Paytm,42,6,Yes,No,net.one97.paytm
946,947,2022/07/19,Settings,58,11,Yes,No,com.android.settings
947,948,2022/07/19,Samsung capture,11,1,No,Yes,com.samsung.android.app.smartcapture
948,949,2022/07/19,AccuBattery,159,6,Yes,No,com.digibites.accubattery
949,950,2022/07/19,Finder,18,6,Yes,No,com.samsung.android.app.galaxyfinder
950,951,2022/07/19,Chrome,739,13,Yes,No,com.android.chrome
951,952,2022/07/19,YourHour,24,1,Yes,No,com.mindefy.phoneaddiction.mobilepe
952,953,2022/07/19,Gmail,87,2,Yes,No,com.google.android.gm
953,954,2022/07/19,Phone,174,20,Yes,No,com.samsung.android.dialer
954,955,2022/07/19,Gallery,5,1,Yes,No,com.sec.android.gallery3d
955,956,2022/07/19,GPay,249,12,Yes,No,com.google.android.apps.nbu.paisa.user
956,957,2022/07/19,MyJio,4,1,Yes,No,com.jio.myjio
957,958,2022/07/19,Google Play services,1,1,No,Yes,com.google.android.gms
958,959,2022/07/19,Contacts,11,1,Yes,No,com.samsung.android.app.contacts
959,960,2022/07/19,Files,8,4,No,Yes,com.google.android.documentsui
960,961,2022/07/19,Twitter,2133,21,Yes,No,com.twitter.android
961,962,2022/07/19,WhatsApp,698,20,Yes,No,com.whatsapp
962,963,2022/07/19,Naukri.com,338,4,Yes,No,naukriApp.appModules.login
963,964,2022/07/21,MyJio,291,4,Yes,No,com.jio.myjio
964,965,2022/07/20,MyJio,2,2,Yes,No,com.jio.myjio
965,966,2022/07/20,Physics Wallah,72,1,Yes,No,xyz.penpencil.physicswala
966,967,2022/07/20,YourHour,34,2,Yes,No,com.mindefy.phoneaddiction.mobilepe
967,968,2022/07/20,Gallery,16,5,Yes,No,com.sec.android.gallery3d
968,969,2022/07/21,Cricbuzz,256,6,Yes,No,com.cricbuzz.android
